"GEO_ID","NAME","S0101_C01_001E","S0101_C01_001M","S0101_C02_001E","S0101_C02_001M","S0101_C03_001E","S0101_C03_001M","S0101_C01_002E","S0101_C01_002M","S0101_C02_002E","S0101_C02_002M","S0101_C03_002E","S0101_C03_002M","S0101_C01_003E","S0101_C01_003M","S0101_C02_003E","S0101_C02_003M","S0101_C03_003E","S0101_C03_003M","S0101_C01_004E","S0101_C01_004M","S0101_C02_004E","S0101_C02_004M","S0101_C03_004E","S0101_C03_004M","S0101_C01_005E","S0101_C01_005M","S0101_C02_005E","S0101_C02_005M","S0101_C03_005E","S0101_C03_005M","S0101_C01_006E","S0101_C01_006M","S0101_C02_006E","S0101_C02_006M","S0101_C03_006E","S0101_C03_006M","S0101_C01_007E","S0101_C01_007M","S0101_C02_007E","S0101_C02_007M","S0101_C03_007E","S0101_C03_007M","S0101_C01_008E","S0101_C01_008M","S0101_C02_008E","S0101_C02_008M","S0101_C03_008E","S0101_C03_008M","S0101_C01_009E","S0101_C01_009M","S0101_C02_009E","S0101_C02_009M","S0101_C03_009E","S0101_C03_009M","S0101_C01_010E","S0101_C01_010M","S0101_C02_010E","S0101_C02_010M","S0101_C03_010E","S0101_C03_010M","S0101_C01_011E","S0101_C01_011M","S0101_C02_011E","S0101_C02_011M","S0101_C03_011E","S0101_C03_011M","S0101_C01_012E","S0101_C01_012M","S0101_C02_012E","S0101_C02_012M","S0101_C03_012E","S0101_C03_012M","S0101_C01_013E","S0101_C01_013M","S0101_C02_013E","S0101_C02_013M","S0101_C03_013E","S0101_C03_013M","S0101_C01_014E","S0101_C01_014M","S0101_C02_014E","S0101_C02_014M","S0101_C03_014E","S0101_C03_014M","S0101_C01_015E","S0101_C01_015M","S0101_C02_015E","S0101_C02_015M","S0101_C03_015E","S0101_C03_015M","S0101_C01_016E","S0101_C01_016M","S0101_C02_016E","S0101_C02_016M","S0101_C03_016E","S0101_C03_016M","S0101_C01_017E","S0101_C01_017M","S0101_C02_017E","S0101_C02_017M","S0101_C03_017E","S0101_C03_017M","S0101_C01_018E","S0101_C01_018M","S0101_C02_018E","S0101_C02_018M","S0101_C03_018E","S0101_C03_018M","S0101_C01_019E","S0101_C01_019M","S0101_C02_019E","S0101_C02_019M","S0101_C03_019E","S0101_C03_019M","S0101_C01_020E","S0101_C01_020M","S0101_C02_020E","S0101_C02_020M","S0101_C03_020E","S0101_C03_020M","S0101_C01_021E","S0101_C01_021M","S0101_C02_021E","S0101_C02_021M","S0101_C03_021E","S0101_C03_021M","S0101_C01_022E","S0101_C01_022M","S0101_C02_022E","S0101_C02_022M","S0101_C03_022E","S0101_C03_022M","S0101_C01_023E","S0101_C01_023M","S0101_C02_023E","S0101_C02_023M","S0101_C03_023E","S0101_C03_023M","S0101_C01_024E","S0101_C01_024M","S0101_C02_024E","S0101_C02_024M","S0101_C03_024E","S0101_C03_024M","S0101_C01_025E","S0101_C01_025M","S0101_C02_025E","S0101_C02_025M","S0101_C03_025E","S0101_C03_025M","S0101_C01_026E","S0101_C01_026M","S0101_C02_026E","S0101_C02_026M","S0101_C03_026E","S0101_C03_026M","S0101_C01_027E","S0101_C01_027M","S0101_C02_027E","S0101_C02_027M","S0101_C03_027E","S0101_C03_027M","S0101_C01_028E","S0101_C01_028M","S0101_C02_028E","S0101_C02_028M","S0101_C03_028E","S0101_C03_028M","S0101_C01_029E","S0101_C01_029M","S0101_C02_029E","S0101_C02_029M","S0101_C03_029E","S0101_C03_029M","S0101_C01_030E","S0101_C01_030M","S0101_C02_030E","S0101_C02_030M","S0101_C03_030E","S0101_C03_030M","S0101_C01_031E","S0101_C01_031M","S0101_C02_031E","S0101_C02_031M","S0101_C03_031E","S0101_C03_031M","S0101_C01_032E","S0101_C01_032M","S0101_C02_032E","S0101_C02_032M","S0101_C03_032E","S0101_C03_032M","S0101_C01_033E","S0101_C01_033M","S0101_C02_033E","S0101_C02_033M","S0101_C03_033E","S0101_C03_033M","S0101_C01_034E","S0101_C01_034M","S0101_C02_034E","S0101_C02_034M","S0101_C03_034E","S0101_C03_034M","S0101_C01_035E","S0101_C01_035M","S0101_C02_035E","S0101_C02_035M","S0101_C03_035E","S0101_C03_035M","S0101_C01_036E","S0101_C01_036M","S0101_C02_036E","S0101_C02_036M","S0101_C03_036E","S0101_C03_036M",
"Geography","Geographic Area Name","Total!!Estimate!!Total population","Total!!Margin of Error!!Total population","Male!!Estimate!!Total population","Male!!Margin of Error!!Total population","Female!!Estimate!!Total population","Female!!Margin of Error!!Total population","Total!!Estimate!!AGE!!Under 5 years","Total!!Margin of Error!!AGE!!Under 5 years","Male!!Estimate!!AGE!!Under 5 years","Male!!Margin of Error!!AGE!!Under 5 years","Female!!Estimate!!AGE!!Under 5 years","Female!!Margin of Error!!AGE!!Under 5 years","Total!!Estimate!!AGE!!5 to 9 years","Total!!Margin of Error!!AGE!!5 to 9 years","Male!!Estimate!!AGE!!5 to 9 years","Male!!Margin of Error!!AGE!!5 to 9 years","Female!!Estimate!!AGE!!5 to 9 years","Female!!Margin of Error!!AGE!!5 to 9 years","Total!!Estimate!!AGE!!10 to 14 years","Total!!Margin of Error!!AGE!!10 to 14 years","Male!!Estimate!!AGE!!10 to 14 years","Male!!Margin of Error!!AGE!!10 to 14 years","Female!!Estimate!!AGE!!10 to 14 years","Female!!Margin of Error!!AGE!!10 to 14 years","Total!!Estimate!!AGE!!15 to 19 years","Total!!Margin of Error!!AGE!!15 to 19 years","Male!!Estimate!!AGE!!15 to 19 years","Male!!Margin of Error!!AGE!!15 to 19 years","Female!!Estimate!!AGE!!15 to 19 years","Female!!Margin of Error!!AGE!!15 to 19 years","Total!!Estimate!!AGE!!20 to 24 years","Total!!Margin of Error!!AGE!!20 to 24 years","Male!!Estimate!!AGE!!20 to 24 years","Male!!Margin of Error!!AGE!!20 to 24 years","Female!!Estimate!!AGE!!20 to 24 years","Female!!Margin of Error!!AGE!!20 to 24 years","Total!!Estimate!!AGE!!25 to 29 years","Total!!Margin of Error!!AGE!!25 to 29 years","Male!!Estimate!!AGE!!25 to 29 years","Male!!Margin of Error!!AGE!!25 to 29 years","Female!!Estimate!!AGE!!25 to 29 years","Female!!Margin of Error!!AGE!!25 to 29 years","Total!!Estimate!!AGE!!30 to 34 years","Total!!Margin of Error!!AGE!!30 to 34 years","Male!!Estimate!!AGE!!30 to 34 years","Male!!Margin of Error!!AGE!!30 to 34 years","Female!!Estimate!!AGE!!30 to 34 years","Female!!Margin of Error!!AGE!!30 to 34 years","Total!!Estimate!!AGE!!35 to 39 years","Total!!Margin of Error!!AGE!!35 to 39 years","Male!!Estimate!!AGE!!35 to 39 years","Male!!Margin of Error!!AGE!!35 to 39 years","Female!!Estimate!!AGE!!35 to 39 years","Female!!Margin of Error!!AGE!!35 to 39 years","Total!!Estimate!!AGE!!40 to 44 years","Total!!Margin of Error!!AGE!!40 to 44 years","Male!!Estimate!!AGE!!40 to 44 years","Male!!Margin of Error!!AGE!!40 to 44 years","Female!!Estimate!!AGE!!40 to 44 years","Female!!Margin of Error!!AGE!!40 to 44 years","Total!!Estimate!!AGE!!45 to 49 years","Total!!Margin of Error!!AGE!!45 to 49 years","Male!!Estimate!!AGE!!45 to 49 years","Male!!Margin of Error!!AGE!!45 to 49 years","Female!!Estimate!!AGE!!45 to 49 years","Female!!Margin of Error!!AGE!!45 to 49 years","Total!!Estimate!!AGE!!50 to 54 years","Total!!Margin of Error!!AGE!!50 to 54 years","Male!!Estimate!!AGE!!50 to 54 years","Male!!Margin of Error!!AGE!!50 to 54 years","Female!!Estimate!!AGE!!50 to 54 years","Female!!Margin of Error!!AGE!!50 to 54 years","Total!!Estimate!!AGE!!55 to 59 years","Total!!Margin of Error!!AGE!!55 to 59 years","Male!!Estimate!!AGE!!55 to 59 years","Male!!Margin of Error!!AGE!!55 to 59 years","Female!!Estimate!!AGE!!55 to 59 years","Female!!Margin of Error!!AGE!!55 to 59 years","Total!!Estimate!!AGE!!60 to 64 years","Total!!Margin of Error!!AGE!!60 to 64 years","Male!!Estimate!!AGE!!60 to 64 years","Male!!Margin of Error!!AGE!!60 to 64 years","Female!!Estimate!!AGE!!60 to 64 years","Female!!Margin of Error!!AGE!!60 to 64 years","Total!!Estimate!!AGE!!65 to 69 years","Total!!Margin of Error!!AGE!!65 to 69 years","Male!!Estimate!!AGE!!65 to 69 years","Male!!Margin of Error!!AGE!!65 to 69 years","Female!!Estimate!!AGE!!65 to 69 years","Female!!Margin of Error!!AGE!!65 to 69 years","Total!!Estimate!!AGE!!70 to 74 years","Total!!Margin of Error!!AGE!!70 to 74 years","Male!!Estimate!!AGE!!70 to 74 years","Male!!Margin of Error!!AGE!!70 to 74 years","Female!!Estimate!!AGE!!70 to 74 years","Female!!Margin of Error!!AGE!!70 to 74 years","Total!!Estimate!!AGE!!75 to 79 years","Total!!Margin of Error!!AGE!!75 to 79 years","Male!!Estimate!!AGE!!75 to 79 years","Male!!Margin of Error!!AGE!!75 to 79 years","Female!!Estimate!!AGE!!75 to 79 years","Female!!Margin of Error!!AGE!!75 to 79 years","Total!!Estimate!!AGE!!80 to 84 years","Total!!Margin of Error!!AGE!!80 to 84 years","Male!!Estimate!!AGE!!80 to 84 years","Male!!Margin of Error!!AGE!!80 to 84 years","Female!!Estimate!!AGE!!80 to 84 years","Female!!Margin of Error!!AGE!!80 to 84 years","Total!!Estimate!!AGE!!85 years and over","Total!!Margin of Error!!AGE!!85 years and over","Male!!Estimate!!AGE!!85 years and over","Male!!Margin of Error!!AGE!!85 years and over","Female!!Estimate!!AGE!!85 years and over","Female!!Margin of Error!!AGE!!85 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!5 to 14 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!5 to 14 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 17 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 17 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 to 24 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Male!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Female!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!15 to 44 years","Total!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!16 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!16 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!18 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!18 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!60 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!62 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!65 years and over","Total!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Total!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Male!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Male!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Female!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over","Female!!Margin of Error!!SELECTED AGE CATEGORIES!!75 years and over","Total!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Total!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Male!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Male!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Female!!Estimate!!SUMMARY INDICATORS!!Median age (years)","Female!!Margin of Error!!SUMMARY INDICATORS!!Median age (years)","Total!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Total!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Male!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Male!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Female!!Estimate!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Female!!Margin of Error!!SUMMARY INDICATORS!!Sex ratio (males per 100 females)","Total!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Male!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Female!!Estimate!!SUMMARY INDICATORS!!Age dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Age dependency ratio","Total!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Male!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Female!!Estimate!!SUMMARY INDICATORS!!Old-age dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Old-age dependency ratio","Total!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Total!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Male!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Male!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Female!!Estimate!!SUMMARY INDICATORS!!Child dependency ratio","Female!!Margin of Error!!SUMMARY INDICATORS!!Child dependency ratio","Total!!Estimate!!PERCENT IMPUTED!!Sex","Total!!Margin of Error!!PERCENT IMPUTED!!Sex","Male!!Estimate!!PERCENT IMPUTED!!Sex","Male!!Margin of Error!!PERCENT IMPUTED!!Sex","Female!!Estimate!!PERCENT IMPUTED!!Sex","Female!!Margin of Error!!PERCENT IMPUTED!!Sex","Total!!Estimate!!PERCENT IMPUTED!!Age","Total!!Margin of Error!!PERCENT IMPUTED!!Age","Male!!Estimate!!PERCENT IMPUTED!!Age","Male!!Margin of Error!!PERCENT IMPUTED!!Age","Female!!Estimate!!PERCENT IMPUTED!!Age","Female!!Margin of Error!!PERCENT IMPUTED!!Age",
"0500000US48015","Austin County, Texas","28573","*****","14246","160","14327","160","6.4","0.1","6.7","0.4","6.1","0.4","6.6","0.7","6.2","1.2","7.1","1.0","7.5","0.7","9.1","1.4","5.8","1.0","7.0","0.8","6.5","1.2","7.5","1.1","6.1","0.8","6.9","1.1","5.3","1.0","4.2","0.6","4.3","0.9","4.1","0.9","5.1","0.4","5.1","0.9","5.1","0.1","6.7","0.9","6.6","1.3","6.8","1.1","5.5","0.9","5.6","1.3","5.4","1.1","7.2","0.5","7.1","0.9","7.3","0.8","7.5","0.4","7.3","0.8","7.7","0.8","6.4","1.1","6.3","1.4","6.6","1.1","7.2","1.0","6.9","1.5","7.4","1.1","5.6","0.6","4.8","0.8","6.4","0.9","3.8","0.6","4.0","0.8","3.7","0.9","2.9","0.5","2.9","0.8","2.8","0.6","2.1","0.6","2.0","0.9","2.3","0.7","2.1","0.5","1.6","0.7","2.6","0.7","14.1","0.3","15.3","0.6","12.9","0.6","4.4","0.3","4.4","0.6","4.5","0.7","8.7","0.7","9.1","0.9","8.3","0.9","34.6","0.5","35.0","0.9","34.2","0.6","77.8","0.5","75.9","0.9","79.8","0.8","75.0","0.2","73.6","0.8","76.5","0.8","23.7","1.1","22.2","1.5","25.2","1.1","20.4","1.0","19.1","1.4","21.8","1.1","16.5","0.1","15.3","0.3","17.8","0.2","7.1","0.3","6.5","0.5","7.7","0.4","40.3","0.7","39.2","0.9","41.6","0.7","99.4","2.2","(X)","(X)","(X)","(X)","71.0","0.7","(X)","(X)","(X)","(X)","28.3","0.3","(X)","(X)","(X)","(X)","42.7","0.5","(X)","(X)","(X)","(X)","0.0","(X)","(X)","(X)","(X)","(X)","0.9","(X)","(X)","(X)","(X)","(X)",
"0500000US48039","Brazoria County, Texas","319493","*****","162326","76","157167","76","7.7","0.1","7.7","0.1","7.6","0.1","7.8","0.3","7.9","0.4","7.8","0.4","7.6","0.3","7.6","0.4","7.5","0.4","6.9","0.1","7.2","0.1","6.6","0.1","5.9","0.1","6.0","0.1","5.7","0.1","6.6","0.1","6.5","0.1","6.6","0.1","7.3","0.1","7.3","0.1","7.2","0.1","7.7","0.3","7.5","0.4","8.0","0.3","7.3","0.3","7.7","0.4","6.9","0.4","7.3","0.1","7.5","0.1","7.2","0.1","7.2","0.1","7.4","0.1","7.1","0.1","5.9","0.2","6.2","0.3","5.5","0.4","5.0","0.2","4.8","0.3","5.2","0.3","3.6","0.1","3.3","0.2","3.9","0.2","2.4","0.1","2.4","0.2","2.4","0.2","1.7","0.1","1.5","0.2","1.9","0.2","1.1","0.1","1.0","0.1","1.3","0.2","1.1","0.1","0.7","0.1","1.6","0.2","15.4","0.1","15.5","0.1","15.3","0.1","4.4","0.1","4.6","0.1","4.3","0.1","8.3","0.1","8.6","0.1","8.0","0.1","41.6","0.1","42.1","0.1","41.0","0.1","75.5","0.1","75.2","0.2","75.8","0.2","72.5","*****","72.3","0.1","72.8","0.1","14.9","0.2","13.7","0.3","16.3","0.3","13.0","0.2","11.7","0.2","14.2","0.3","10.0","0.1","8.9","0.1","11.1","0.1","4.0","0.1","3.2","0.1","4.9","0.1","35.3","0.1","34.9","0.1","35.6","0.2","103.3","0.1","(X)","(X)","(X)","(X)","59.8","0.1","(X)","(X)","(X)","(X)","15.9","0.1","(X)","(X)","(X)","(X)","43.9","0.1","(X)","(X)","(X)","(X)","0.1","(X)","(X)","(X)","(X)","(X)","1.5","(X)","(X)","(X)","(X)","(X)",
"0500000US48071","Chambers County, Texas","35570","*****","17913","126","17657","126","7.0","0.2","7.1","0.3","6.8","0.5","8.2","0.8","9.3","1.2","7.0","1.1","7.7","0.8","7.2","1.2","8.3","1.2","7.7","0.4","7.8","0.6","7.7","0.6","5.4","0.4","5.2","0.6","5.6","0.5","5.9","0.3","5.8","0.4","6.0","0.5","6.4","0.2","6.1","0.2","6.8","0.4","7.3","1.1","7.6","1.6","6.9","1.1","7.4","1.0","6.9","1.5","7.9","1.1","7.9","0.4","7.8","0.8","8.0","0.8","7.3","0.5","7.9","0.9","6.7","0.5","7.1","0.7","7.0","1.0","7.2","1.0","4.8","0.7","5.1","1.0","4.6","1.0","4.3","0.6","4.0","0.8","4.6","0.8","2.2","0.4","2.3","0.6","2.1","0.5","1.5","0.4","1.7","0.4","1.2","0.5","0.8","0.3","0.5","0.2","1.1","0.5","1.2","0.4","0.8","0.3","1.7","0.5","15.9","0.1","16.5","0.2","15.3","0.2","5.0","0.1","4.7","0.2","5.3","0.3","8.1","0.3","8.3","0.4","8.0","0.4","40.0","0.6","39.3","0.8","40.7","0.8","75.3","0.5","75.1","0.6","75.5","0.8","72.1","0.2","71.7","0.4","72.6","0.4","14.8","0.8","14.4","1.1","15.2","1.0","13.0","0.7","12.5","0.8","13.5","0.9","9.9","0.4","9.3","0.4","10.6","0.6","3.5","0.1","2.9","0.2","4.0","0.2","36.1","0.4","36.1","0.5","35.9","0.9","101.4","1.4","(X)","(X)","(X)","(X)","60.8","1.1","(X)","(X)","(X)","(X)","16.0","0.7","(X)","(X)","(X)","(X)","44.8","0.6","(X)","(X)","(X)","(X)","0.1","(X)","(X)","(X)","(X)","(X)","1.5","(X)","(X)","(X)","(X)","(X)",
"0500000US48157","Fort Bend County, Texas","608939","*****","299234","52","309705","52","7.2","*****","7.5","0.1","7.0","0.1","8.5","0.2","9.0","0.3","8.1","0.3","8.2","0.2","8.5","0.3","8.0","0.3","7.7","0.1","8.2","0.1","7.3","0.1","5.5","0.1","5.8","0.1","5.2","0.1","5.8","0.1","5.8","0.1","5.8","0.1","6.7","0.1","6.4","0.1","6.9","0.1","7.7","0.2","7.5","0.3","7.9","0.3","7.9","0.2","7.5","0.3","8.3","0.3","7.7","0.1","7.6","0.1","7.8","0.1","7.6","0.1","7.6","0.1","7.7","0.1","6.5","0.2","6.6","0.2","6.5","0.2","4.8","0.2","4.8","0.2","4.9","0.3","3.1","0.1","3.1","0.1","3.2","0.1","1.9","0.1","1.9","0.1","2.0","0.1","1.2","0.1","1.1","0.1","1.4","0.1","1.0","0.1","0.8","0.1","1.2","0.1","0.7","0.1","0.5","0.1","0.9","0.1","16.8","*****","17.5","0.1","16.1","0.1","5.1","*****","5.3","0.1","4.9","0.1","8.2","0.1","8.7","0.1","7.7","0.1","41.3","0.1","41.1","0.1","41.5","0.1","74.3","0.1","73.2","0.2","75.4","0.2","70.9","*****","69.6","0.1","72.1","0.1","12.8","0.2","12.1","0.2","13.5","0.2","10.7","0.2","9.9","0.2","11.5","0.2","8.0","0.1","7.3","0.1","8.6","0.1","2.9","0.1","2.3","0.1","3.4","0.1","35.2","0.1","34.2","0.2","35.9","0.1","96.6","0.1","(X)","(X)","(X)","(X)","58.9","0.1","(X)","(X)","(X)","(X)","12.7","0.1","(X)","(X)","(X)","(X)","46.3","0.1","(X)","(X)","(X)","(X)","0.2","(X)","(X)","(X)","(X)","(X)","1.3","(X)","(X)","(X)","(X)","(X)",
"0500000US48167","Galveston County, Texas","296669","*****","146880","174","149789","174","6.7","0.1","7.0","0.1","6.5","0.1","6.8","0.3","7.3","0.4","6.4","0.4","7.3","0.3","7.3","0.4","7.3","0.4","7.0","0.1","7.4","0.1","6.6","0.1","6.2","0.1","6.4","0.1","6.0","0.1","6.5","0.1","6.5","0.1","6.5","0.1","6.6","0.1","6.6","0.1","6.6","0.1","6.2","0.3","6.2","0.4","6.2","0.4","7.0","0.3","6.9","0.4","7.1","0.4","7.5","0.1","7.4","0.1","7.5","0.1","7.9","0.1","8.0","0.1","7.9","0.1","6.9","0.3","7.2","0.3","6.6","0.3","5.7","0.3","5.4","0.3","6.0","0.4","4.1","0.2","3.9","0.2","4.2","0.2","2.8","0.2","2.8","0.2","2.8","0.2","2.1","0.1","1.8","0.2","2.4","0.2","1.5","0.1","1.3","0.2","1.8","0.2","1.2","0.1","0.9","0.1","1.6","0.2","14.1","0.1","14.6","0.1","13.6","0.1","4.3","0.1","4.5","0.1","4.1","0.1","8.8","0.1","9.2","0.1","8.5","0.1","39.4","0.1","39.9","0.1","39.0","0.1","77.8","0.1","76.8","0.2","78.6","0.2","74.9","*****","73.9","0.1","75.8","0.1","17.4","0.3","16.0","0.3","18.8","0.3","14.9","0.2","13.5","0.3","16.3","0.3","11.7","0.1","10.6","0.1","12.8","0.1","4.9","0.1","4.0","0.1","5.8","0.1","37.4","0.2","36.3","0.3","38.5","0.3","98.1","0.2","(X)","(X)","(X)","(X)","58.4","0.1","(X)","(X)","(X)","(X)","18.6","0.1","(X)","(X)","(X)","(X)","39.8","0.1","(X)","(X)","(X)","(X)","0.1","(X)","(X)","(X)","(X)","(X)","1.1","(X)","(X)","(X)","(X)","(X)",
"0500000US48201","Harris County, Texas","4182285","*****","2083322","97","2098963","97","8.1","0.1","8.3","0.1","7.9","0.1","7.9","0.1","8.0","0.1","7.7","0.1","7.4","0.1","7.6","0.1","7.1","0.1","7.2","0.1","7.4","0.1","6.9","0.1","7.3","0.1","7.5","0.1","7.1","0.1","8.2","0.1","8.4","0.1","8.0","0.1","7.9","0.1","8.1","0.1","7.8","0.1","7.4","0.1","7.4","0.1","7.3","0.1","7.0","0.1","7.0","0.1","6.9","0.1","6.7","0.1","6.6","0.1","6.7","0.1","6.5","0.1","6.5","0.1","6.6","0.1","5.6","0.1","5.5","0.1","5.7","0.1","4.4","0.1","4.2","0.1","4.6","0.1","3.0","0.1","2.9","0.1","3.2","0.1","2.0","0.1","1.8","0.1","2.2","0.1","1.4","0.1","1.2","0.1","1.6","0.1","1.0","0.1","0.8","0.1","1.3","0.1","1.0","0.1","0.6","0.1","1.3","0.1","15.2","0.1","15.6","0.1","14.9","0.1","4.4","0.1","4.5","0.1","4.3","0.1","10.0","0.1","10.4","0.1","9.7","0.1","45.0","0.1","45.8","0.1","44.1","0.1","75.2","0.1","74.6","0.1","75.8","0.1","72.2","*****","71.5","0.1","72.9","0.1","12.9","0.1","11.6","0.1","14.2","0.1","11.0","0.1","9.7","0.1","12.2","0.1","8.5","0.1","7.4","0.1","9.5","0.1","3.4","0.1","2.7","0.1","4.2","0.1","32.3","0.2","31.5","0.1","33.2","0.1","99.3","0.1","(X)","(X)","(X)","(X)","56.8","0.1","(X)","(X)","(X)","(X)","13.3","0.1","(X)","(X)","(X)","(X)","43.5","0.1","(X)","(X)","(X)","(X)","0.1","(X)","(X)","(X)","(X)","(X)","1.1","(X)","(X)","(X)","(X)","(X)",
