time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1717804800,9.8,10.1,161015
1716163200,13.1,13.2,161015
1722297600,4.2,4.9,161015
1717113600,3.7,3.9,161015
1721692800,2.6,2.9,161015
1728691200,15.1,14.5,161015
1731974400,3.4,3.4,161015
1722038400,3.5,4.1,161015
1715904000,13.8,13.6,161015
1727049600,7.2,7.4,161015
1729900800,4.6,4.7,161015
1723420800,12.9,13.4,161015
1731888000,4.7,5.0,161015
1732752000,6.5,6.7,161015
1732838400,5.6,5.7,161015
1732665600,16.2,15.6,161015
1727827200,9.9,9.8,161015
1718409600,15.5,16.0,161015
1715299200,15.1,15.5,161015
1727395200,6.2,6.1,161015
1718668800,2.7,3.1,161015
1730764800,3.5,3.8,161015
1724976000,3.3,3.7,161015
1722816000,10.7,11.2,161015
1734393600,3.7,3.7,161015
1718064000,8.4,8.9,161015
1730332800,7.3,7.6,161015
1719532800,10.8,11.6,161015
1721347200,5.2,5.6,161015
1724457600,12.4,12.7,161015
1732060800,2.1,2.2,161015
1727654400,7.1,7.1,161015
1715990400,20.1,19.7,161015
1718496000,13.1,13.6,161015
1716940800,12.1,12.2,161015
1729382400,6.6,6.4,161015
1734307200,3.7,3.8,161015
1728950400,12.9,12.8,161015
1732924800,5.3,5.4,161015
1723334400,16.2,16.7,161015
1723507200,6.9,7.5,161015
1724198400,9.8,10.3,161015
1730592000,3.8,4.2,161015
1730937600,7.6,7.7,161015
1727308800,7.2,7.3,161015
1728432000,9.0,9.1,161015
1728086400,6.1,6.3,161015
1722988800,7.1,7.6,161015
1715558400,13.1,13.9,161015
1725753600,8.8,8.9,161015
1719273600,1.8,2.1,161015
1729641600,5.4,5.4,161015
1728518400,10.8,10.3,161015
1730851200,4.4,4.5,161015
1732579200,9.5,9.4,161015
1717200000,10.1,10.5,161015
1715212800,39.2,40.2,161015
1725926400,6.6,6.7,161015
1726790400,4.7,5.0,161015
1735084800,2.6,2.7,161015
1715817600,12.4,12.7,161015
1727740800,7.7,7.9,161015
1718323200,17.6,18.3,161015
1725840000,5.2,5.3,161015
1731542400,3.8,3.7,161015
1726185600,8.4,8.4,161015
1723680000,3.6,4.0,161015
1726963200,9.4,9.5,161015
1726012800,3.2,3.5,161015
1723766400,3.5,4.0,161015
1716336000,18.4,18.6,161015
1724889600,3.2,3.6,161015
1722902400,15.7,16.3,161015
1721260800,4.1,4.6,161015
1723852800,4.3,4.7,161015
1730419200,10.9,10.7,161015
1721433600,10.6,11.0,161015
