time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1703376000,0.1,1.3,46237
1703548800,0.1,1.8,46237
1702598400,0.5,8.9,46237
1703721600,0.1,1.8,46237
1703980800,0.1,5.4,46237
1703462400,0.1,5.7,46237
1703808000,0.1,4.1,46237
1703203200,0.2,7.4,46237
1703635200,0.1,5.4,46237
1703030400,0.1,2.7,46237
1703116800,0.3,6.1,46237
1702684800,0.3,7.2,46237
1703894400,0.1,5.4,46237
1702512000,0.3,6.4,46237
1702771200,0.1,7.1,46237
1702944000,0.2,5.4,46237
1703289600,0.2,8.0,46237
1702857600,0.2,8.5,46237
1702425600,0.2,7.7,46237
1734998400,0.2,4.2,46237
1717286400,0.9,5.7,46237
1733702400,0.4,8.9,46237
1727222400,0.1,5.5,46237
1731542400,0.1,2.1,46237
1715385600,0.1,3.5,46237
1715731200,0.2,5.7,46237
1724457600,0.3,11.0,46237
1720224000,0.2,3.7,46237
1725840000,0.2,4.6,46237
1727136000,0.1,5.8,46237
1708819200,0.2,2.3,46237
1704412800,0.2,2.9,46237
1734739200,0.1,3.3,46237
1711065600,0.1,2.3,46237
1735084800,0.1,1.9,46237
1729641600,0.1,4.7,46237
1722384000,0.8,8.5,46237
1731024000,0.2,6.1,46237
1727049600,0.2,6.0,46237
1732665600,0.5,12.7,46237
1715212800,2.0,31.6,46237
1711929600,1.4,9.8,46237
1726963200,0.3,7.7,46237
1706400000,0.3,4.8,46237
1731456000,0.2,7.4,46237
1707696000,0.2,1.6,46237
1714953600,0.5,7.1,46237
1704240000,0.4,7.5,46237
1733529600,0.1,3.0,46237
1713312000,0.9,9.1,46237
1730764800,0.3,3.2,46237
1726876800,0.3,5.6,46237
1731196800,0.1,6.5,46237
1722902400,0.3,14.1,46237
1717718400,0.2,8.3,46237
1730678400,0.6,4.4,46237
1712448000,0.6,6.6,46237
1704844800,0.1,2.4,46237
1715904000,0.2,11.0,46237
1712707200,0.4,5.0,46237
1732752000,0.3,5.1,46237
1709942400,0.5,5.3,46237
1712188800,0.1,2.8,46237
1712102400,0.1,0.9,46237
1704931200,0.2,2.7,46237
1728864000,0.2,6.7,46237
1723507200,0.2,6.1,46237
1705276800,0.5,6.3,46237
1732233600,0.1,3.1,46237
1715126400,2.7,20.1,46237
1727913600,0.2,8.1,46237
1718323200,0.4,14.1,46237
1724544000,0.2,7.7,46237
1706313600,0.3,4.9,46237
1734566400,0.3,6.6,46237
1734825600,0.4,13.8,46237
1720915200,0.2,5.8,46237
1724284800,0.6,13.0,46237
1710201600,0.2,4.1,46237
1732147200,0.1,2.4,46237
