time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1687824000,4.1,3.6,173719
1686614400,4.7,4.1,173719
1692835200,5.9,5.2,173719
1678233600,18.9,16.5,173719
1691193600,3.7,3.3,173719
1674259200,4.2,3.8,173719
1697587200,10.3,9.2,173719
1703116800,6.6,5.9,173719
1700352000,18.7,16.3,173719
1680825600,1.2,1.1,173719
1702684800,9.4,8.6,173719
1683331200,17.0,15.2,173719
1689120000,5.4,4.7,173719
1686873600,12.4,10.9,173719
1691971200,5.7,5.0,173719
1681516800,8.6,7.6,173719
1679443200,4.0,3.5,173719
1677888000,10.0,9.0,173719
1684022400,3.7,3.2,173719
1684368000,7.7,6.8,173719
1701648000,2.8,2.6,173719
1696896000,4.6,4.1,173719
1690156800,4.5,3.9,173719
1698969600,6.9,6.3,173719
1696809600,3.6,3.2,173719
1695859200,12.0,10.4,173719
1692230400,5.3,4.7,173719
1691366400,4.4,3.8,173719
1703635200,5.0,4.7,173719
1686528000,3.7,3.2,173719
1698624000,2.3,2.1,173719
1683936000,7.6,6.6,173719
1693958400,5.5,4.6,173719
1679702400,8.9,7.7,173719
1675987200,4.6,4.2,173719
1683590400,9.5,8.2,173719
1689292800,5.9,5.2,173719
1698796800,4.8,4.5,173719
1688515200,5.3,4.6,173719
1692316800,3.3,3.0,173719
1675036800,10.5,9.4,173719
1679356800,2.4,2.1,173719
1675814400,3.8,3.3,173719
1691884800,6.8,6.0,173719
1689724800,5.6,5.0,173719
1689552000,8.9,7.9,173719
1701561600,11.1,9.9,173719
1691020800,6.8,6.0,173719
1700006400,9.7,8.6,173719
1701216000,11.7,10.7,173719
1682726400,2.4,2.1,173719
1674086400,3.0,2.7,173719
1675382400,10.3,9.4,173719
1694217600,3.8,3.2,173719
1702857600,5.5,5.1,173719
1689033600,4.9,4.4,173719
1676764800,4.0,3.6,173719
1686096000,17.1,14.7,173719
1693872000,6.0,5.1,173719
1676073600,4.3,4.0,173719
1696291200,5.9,5.3,173719
1684627200,27.0,23.8,173719
1692921600,8.5,7.6,173719
1678060800,15.5,13.7,173719
1673913600,18.9,16.5,173719
1689379200,8.2,7.2,173719
1688688000,4.5,3.8,173719
1682121600,4.9,4.3,173719
1682553600,7.0,6.3,173719
1688860800,3.0,2.6,173719
1694131200,4.2,3.5,173719
1674950400,5.1,4.5,173719
1673740800,4.0,3.6,173719
1693353600,12.2,10.4,173719
1677456000,11.1,9.8,173719
1703894400,4.3,4.0,173719
1674000000,10.5,9.2,173719
1690588800,7.0,6.2,173719
1686009600,17.1,14.8,173719
1701388800,10.6,9.3,173719
1686960000,14.7,12.9,173719
1677628800,12.7,11.1,173719
1682467200,9.9,8.8,173719
1694304000,11.6,10.1,173719
1698537600,3.8,3.3,173719
1703462400,1.8,1.6,173719
1703376000,1.9,1.7,173719
1701734400,7.4,6.8,173719
1686441600,3.4,3.0,173719
1690243200,3.7,3.3,173719
1673136000,4.3,3.9,173719
1700438400,8.4,7.2,173719
1680393600,11.3,9.9,173719
1702944000,6.9,6.5,173719
1693699200,12.0,10.2,173719
1679529600,7.7,6.7,173719
1699056000,7.2,6.4,173719
1697846400,3.1,2.8,173719
1693785600,8.6,7.2,173719
1680220800,8.4,7.5,173719
1695168000,7.8,7.1,173719
1689984000,4.5,4.0,173719
1677110400,20.6,17.9,173719
1693440000,16.6,14.2,173719
1676419200,16.0,13.9,173719
1697414400,1.3,1.2,173719
1686355200,4.3,3.7,173719
1673654400,7.5,6.8,173719
1675209600,2.7,2.5,173719
1691280000,3.5,3.1,173719
1681344000,7.4,6.7,173719
1674777600,7.0,6.5,173719
1686787200,17.0,14.9,173719
1702080000,2.8,2.6,173719
1682035200,3.3,2.9,173719
1688428800,9.1,7.9,173719
1685491200,11.0,9.7,173719
1687132800,6.7,5.9,173719
1701302400,4.4,3.9,173719
