time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1665360000,14.4,14.1,50567
1690502400,6.4,6.8,50567
1682121600,3.9,3.7,50567
1697155200,4.7,4.4,50567
1684540800,7.5,7.1,50567
1682812800,6.1,5.8,50567
1683590400,10.9,10.7,50567
1646265600,15.2,15.1,50567
1669075200,8.0,7.4,50567
1691020800,6.9,6.7,50567
1696377600,9.0,9.2,50567
1670025600,9.0,9.1,50567
1687564800,3.9,3.8,50567
1667088000,11.0,10.6,50567
1679529600,8.0,8.3,50567
1660780800,3.9,3.9,50567
1644278400,4.5,4.0,50567
1673308800,13.0,14.2,50567
1696809600,5.3,4.9,50567
1641254400,13.7,12.1,50567
1686009600,14.8,14.5,50567
1667692800,4.8,4.6,50567
1659484800,4.1,4.1,50567
1644364800,8.1,7.3,50567
1678320000,21.0,21.8,50567
1670630400,6.1,6.2,50567
1647648000,2.2,2.0,50567
1678752000,6.9,6.6,50567
1671840000,3.4,2.7,50567
1672963200,9.0,9.0,50567
1660694400,4.8,4.8,50567
1657152000,3.3,3.2,50567
1672358400,5.6,6.0,50567
1676851200,6.2,6.5,50567
1668729600,8.2,7.7,50567
1661990400,9.8,9.3,50567
1667952000,6.2,6.0,50567
1643328000,8.5,8.0,50567
1692144000,5.2,4.9,50567
1646697600,5.8,5.5,50567
1659312000,1.9,1.9,50567
1660176000,7.3,7.1,50567
1640995200,11.8,11.8,50567
1681344000,7.0,6.7,50567
1691107200,3.5,3.5,50567
1687910400,4.2,4.1,50567
1659052800,2.5,2.5,50567
1672790400,3.0,2.9,50567
1661126400,6.4,6.2,50567
1662336000,5.5,5.2,50567
1659225600,6.3,6.6,50567
1664755200,11.9,11.5,50567
1657670400,9.4,9.4,50567
1687478400,12.7,12.1,50567
1641600000,10.9,10.9,50567
1685750400,10.9,10.6,50567
1660953600,3.2,3.2,50567
1668902400,9.4,8.2,50567
1661040000,6.1,6.1,50567
1685059200,21.6,21.5,50567
1645228800,7.1,6.6,50567
1647043200,4.3,3.7,50567
1674172800,3.4,3.1,50567
1644451200,10.0,9.4,50567
1676937600,7.3,7.6,50567
1664064000,7.9,7.6,50567
1683849600,10.1,10.0,50567
1674518400,4.3,4.2,50567
1687046400,7.4,7.2,50567
1682726400,3.9,3.7,50567
1681689600,5.0,4.7,50567
1642377600,17.4,15.7,50567
1642550400,5.0,4.9,50567
1675814400,5.6,6.0,50567
1681516800,11.2,11.1,50567
1677369600,16.8,17.3,50567
1697068800,5.5,5.2,50567
1689724800,5.4,5.7,50567
1659830400,5.3,5.3,50567
1645056000,9.0,9.2,50567
1643414400,7.3,6.7,50567
1684800000,28.4,28.7,50567
1675036800,8.4,8.5,50567
1656979200,7.0,7.1,50567
1641168000,3.0,2.5,50567
1674864000,5.1,5.1,50567
1671408000,3.8,3.5,50567
1692662400,3.6,3.8,50567
1679097600,3.0,2.8,50567
1646179200,25.9,24.9,50567
1658966400,3.8,3.7,50567
1658448000,6.9,7.2,50567
1674432000,4.8,4.3,50567
1663459200,4.4,4.3,50567
1695340800,2.7,2.5,50567
1663632000,5.3,5.1,50567
1660348800,5.3,5.1,50567
1642291200,6.1,5.3,50567
1679702400,10.4,10.8,50567
1674259200,4.4,4.3,50567
1648080000,2.1,2.0,50567
1673913600,18.7,20.0,50567
1648684800,5.3,5.0,50567
1670716800,5.4,5.6,50567
1660003200,3.0,3.0,50567
1676332800,6.2,6.4,50567
1646870400,10.8,10.6,50567
1658620800,4.2,4.3,50567
1642809600,4.8,4.1,50567
1673049600,2.9,3.2,50567
1644883200,7.1,6.8,50567
1645401600,10.6,10.6,50567
1643241600,9.0,8.3,50567
1647561600,24.5,24.2,50567
1669161600,9.3,8.6,50567
1657929600,3.9,4.2,50567
1673740800,4.6,4.5,50567
1690761600,5.6,5.6,50567
1679270400,4.4,4.0,50567
1689120000,6.3,6.4,50567
1677974400,14.1,14.1,50567
1647475200,5.3,5.1,50567
1677888000,9.7,9.4,50567
1691712000,4.6,4.6,50567
1681862400,4.2,4.2,50567
1691539200,8.1,7.9,50567
1645833600,10.1,9.3,50567
1687996800,5.2,5.0,50567
1665273600,17.3,17.0,50567
1670976000,4.9,5.4,50567
1660608000,4.5,4.3,50567
1646784000,7.9,7.6,50567
1672876800,6.7,6.3,50567
1667001600,6.8,6.4,50567
1688601600,2.4,2.5,50567
1695945600,11.6,11.3,50567
1682553600,8.6,8.0,50567
1683158400,9.6,9.0,50567
1683244800,16.3,15.7,50567
1642723200,2.4,2.1,50567
1670889600,7.3,8.0,50567
1683504000,13.1,12.8,50567
1672272000,7.4,8.2,50567
1678579200,18.4,19.2,50567
1689984000,4.7,4.8,50567
1669593600,8.8,8.3,50567
1648425600,3.9,3.8,50567
1658275200,5.5,5.6,50567
1673481600,3.8,3.9,50567
1657238400,4.2,4.2,50567
1646438400,8.6,8.3,50567
1680048000,8.5,8.1,50567
1683763200,9.8,9.6,50567
1674604800,3.1,2.8,50567
1643068800,10.7,10.3,50567
1696550400,7.7,7.5,50567
1670284800,3.4,3.6,50567
1659139200,4.0,4.3,50567
1690934400,4.9,4.8,50567
1696291200,5.4,5.1,50567
1665705600,10.9,10.6,50567
1644710400,3.6,3.1,50567
1689379200,8.9,9.0,50567
1671926400,16.2,13.0,50567
1677628800,12.7,13.3,50567
1691625600,8.9,8.6,50567
1666915200,10.0,9.3,50567
1695772800,11.1,10.7,50567
