time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1675296000,0.2,,165687
1683417600,5.2,,165687
1692230400,1.3,,165687
1675123200,0.4,,165687
1695427200,0.7,,165687
1684454400,2.7,,165687
1693958400,1.1,,165687
1698883200,2.4,,165687
1674259200,0.8,,165687
1693440000,3.7,,165687
1697673600,1.5,,165687
1691020800,1.4,,165687
1679616000,3.5,,165687
1675900800,0.4,,165687
1690329600,1.1,,165687
1687996800,0.8,,165687
1678147200,6.3,,165687
1701993600,0.8,,165687
1683763200,2.6,,165687
1698105600,1.1,,165687
1676851200,2.2,,165687
1684281600,1.5,,165687
1681084800,1.8,,165687
1680048000,3.3,,165687
1675468800,1.4,,165687
1696896000,2.1,,165687
1683936000,3.1,,165687
1679184000,1.3,,165687
1685923200,1.4,,165687
1674604800,0.3,,165687
1698451200,0.9,,165687
1680480000,4.6,,165687
1695254400,1.1,,165687
1688947200,0.8,,165687
1692403200,0.8,,165687
1688860800,0.5,,165687
1699315200,1.4,,165687
1696291200,1.3,,165687
1697500800,1.3,,165687
1679270400,1.6,,165687
1673568000,0.6,,165687
1683331200,6.0,,165687
1694995200,3.6,,165687
1703548800,0.4,,165687
1684713600,9.1,,165687
1692144000,0.9,,165687
1691366400,0.9,,165687
1694304000,2.4,,165687
1682553600,3.3,,165687
1696636800,2.0,,165687
1673481600,1.2,,165687
1675382400,0.9,,165687
1686528000,1.5,,165687
1703116800,2.0,,165687
1680393600,3.9,,165687
1681171200,2.1,,165687
1682035200,1.5,,165687
1703894400,1.5,,165687
1676419200,6.2,,165687
1680220800,3.5,,165687
1673654400,1.6,,165687
1694736000,1.8,,165687
1696032000,1.4,,165687
1689465600,1.6,,165687
1675814400,1.7,,165687
1685836800,1.8,,165687
1680652800,3.7,,165687
1680566400,4.7,,165687
1695772800,2.7,,165687
1672444800,2.6,,165687
1702339200,0.9,,165687
1680739200,1.6,,165687
1693180800,2.2,,165687
1674864000,1.0,,165687
1702771200,1.8,,165687
1697587200,3.2,,165687
1684368000,2.5,,165687
1689984000,0.8,,165687
1679961600,3.6,,165687
1692576000,1.5,,165687
1687737600,0.8,,165687
1701648000,1.0,,165687
1688083200,0.9,,165687
1702080000,1.3,,165687
1672185600,15.6,,165687
1691625600,1.7,,165687
1684022400,1.7,,165687
1680825600,1.0,,165687
1685145600,12.5,,165687
1696377600,1.0,,165687
1673136000,1.9,,165687
1680307200,3.5,,165687
1689379200,1.6,,165687
1690156800,1.0,,165687
1690761600,1.1,,165687
1703376000,0.4,,165687
1693267200,2.5,,165687
1686873600,3.7,,165687
1702512000,2.7,,165687
1695945600,2.9,,165687
1698364800,1.0,,165687
1689033600,0.8,,165687
1699574400,1.0,,165687
1688515200,1.0,,165687
1679356800,1.4,,165687
1672790400,0.6,,165687
1676160000,1.3,,165687
1672531200,4.3,,165687
1694044800,1.0,,165687
1701388800,2.4,,165687
1690675200,1.1,,165687
1703289600,1.2,,165687
1678579200,8.3,,165687
1676505600,2.8,,165687
1699228800,3.9,,165687
1699142400,1.5,,165687
1703808000,1.0,,165687
1692316800,0.8,,165687
1682208000,2.0,,165687
1682294400,1.9,,165687
1689552000,1.5,,165687
1679702400,3.3,,165687
1692748800,0.7,,165687
1702598400,3.3,,165687
1692835200,1.3,,165687
1690502400,1.5,,165687
1681344000,2.5,,165687
1688774400,0.6,,165687
1674432000,1.2,,165687
1689120000,0.9,,165687
1681948800,2.1,,165687
1696464000,5.8,,165687
1682380800,3.1,,165687
1677888000,3.2,,165687
1673827200,3.7,,165687
1675036800,2.3,,165687
1699920000,2.9,,165687
1688342400,1.7,,165687
1690588800,1.5,,165687
1677283200,3.0,,165687
1693785600,1.6,,165687
1700265600,10.9,,165687
1677715200,4.1,,165687
1674086400,1.6,,165687
