time_stamp,pm2.5_alt_a,pm2.5_alt_b,sensor_index
1654732800,5.3,5.9,128007
1668643200,5.6,6.2,128007
1649548800,0.5,0.5,128007
1691539200,4.4,4.6,128007
1684281600,4.2,4.8,128007
1678752000,3.2,3.6,128007
1645056000,5.1,5.7,128007
1677974400,9.1,9.9,128007
1693958400,1.4,1.5,128007
1677542400,14.9,15.9,128007
1650412800,2.0,2.4,128007
1669075200,3.8,4.4,128007
1679011200,2.8,2.9,128007
1678147200,14.1,15.0,128007
1683072000,3.9,4.5,128007
1645142400,3.0,3.0,128007
1698537600,0.6,0.8,128007
1678320000,17.3,18.5,128007
1651449600,4.7,5.4,128007
1655856000,0.8,1.0,128007
1690329600,2.9,3.1,128007
1698019200,1.4,1.6,128007
1681084800,2.6,3.1,128007
1650931200,1.9,2.2,128007
1666137600,1.1,1.3,128007
1690761600,2.5,2.7,128007
1690243200,1.7,1.7,128007
1677715200,7.7,8.4,128007
1646524800,4.2,4.8,128007
1658880000,0.9,1.2,128007
1644969600,1.7,2.0,128007
1657756800,1.9,2.3,128007
1692316800,1.4,1.5,128007
1650067200,7.1,8.1,128007
1669334400,1.9,2.1,128007
1683849600,6.4,7.0,128007
1674518400,,2.3,128007
1656115200,2.9,3.6,128007
1687564800,1.2,1.4,128007
1645315200,4.1,4.8,128007
1667779200,3.1,3.5,128007
1675468800,5.0,5.4,128007
1692835200,3.3,3.5,128007
1665360000,6.2,7.3,128007
1664236800,1.7,2.0,128007
1698624000,1.3,1.4,128007
1693353600,7.7,8.3,128007
1674086400,,2.6,128007
1668556800,5.2,5.6,128007
1681689600,2.6,3.0,128007
1694995200,10.5,11.7,128007
1645488000,6.7,7.5,128007
1658534400,1.7,2.2,128007
1665187200,11.1,13.2,128007
1680480000,10.5,11.6,128007
1685318400,4.6,5.3,128007
1701388800,13.8,14.8,128007
1666915200,5.3,6.3,128007
1684713600,27.6,29.2,128007
1664323200,3.2,3.8,128007
1699056000,3.1,3.6,128007
1684022400,3.2,3.6,128007
1702425600,8.7,9.7,128007
1662508800,1.1,1.3,128007
1686268800,4.3,4.9,128007
1658102400,2.7,3.2,128007
1689724800,2.9,3.1,128007
1651276800,3.1,3.6,128007
1695254400,1.1,1.3,128007
1672272000,,4.0,128007
1670803200,6.8,7.5,128007
1689638400,4.1,4.3,128007
1671062400,0.8,0.9,128007
1657670400,4.6,5.5,128007
1687132800,8.1,9.0,128007
1647561600,18.7,20.1,128007
1646697600,2.7,3.0,128007
1683158400,5.0,5.9,128007
1688428800,4.6,5.1,128007
1653609600,1.6,1.9,128007
1668816000,5.5,6.1,128007
1693440000,12.5,13.4,128007
1688256000,3.8,4.2,128007
1674864000,2.3,2.6,128007
1672617600,,8.1,128007
1648684800,2.1,2.4,128007
1682812800,2.0,2.3,128007
1678579200,14.7,15.9,128007
1691884800,5.0,5.4,128007
1648512000,1.5,1.7,128007
1697587200,8.1,9.0,128007
1665446400,3.8,4.7,128007
1666051200,1.6,1.9,128007
1659225600,2.1,2.7,128007
1701993600,0.5,0.6,128007
1665619200,1.9,2.2,128007
1703980800,9.2,10.4,128007
1653350400,5.2,6.0,128007
1703721600,1.3,1.5,128007
1676160000,8.7,9.3,128007
1700524800,2.8,3.0,128007
1658016000,4.7,5.3,128007
1694217600,2.1,2.3,128007
1671840000,0.6,0.6,128007
1652745600,1.7,2.0,128007
1647907200,4.8,5.4,128007
1657065600,1.2,1.6,128007
1692144000,1.8,1.9,128007
1680912000,3.7,4.2,128007
1667433600,8.8,9.7,128007
1680134400,5.4,6.0,128007
1668470400,1.5,1.6,128007
1649894400,2.4,2.8,128007
1662163200,11.8,13.6,128007
1653696000,2.9,3.4,128007
1648771200,2.4,2.8,128007
1691280000,1.8,1.9,128007
1650844800,3.2,3.7,128007
1649721600,6.8,7.7,128007
1669852800,0.8,0.9,128007
1662249600,8.3,9.6,128007
1665532800,3.0,3.7,128007
1691625600,4.8,5.1,128007
1665964800,5.1,6.1,128007
1687910400,1.5,1.6,128007
1681516800,7.8,8.2,128007
1680307200,10.1,10.9,128007
1674172800,,1.2,128007
1668038400,5.3,6.2,128007
1700179200,7.3,8.2,128007
1662854400,10.6,12.7,128007
1662076800,8.8,10.3,128007
1655596800,1.6,1.9,128007
1666742400,1.4,1.7,128007
1677110400,14.1,15.2,128007
1650499200,2.1,2.5,128007
1697673600,1.1,1.3,128007
1694476800,9.6,10.2,128007
1664409600,3.1,3.6,128007
1670112000,10.8,11.9,128007
1676851200,3.8,4.2,128007
1663459200,2.8,3.5,128007
1697760000,2.3,2.7,128007
1661644800,0.5,0.6,128007
1693094400,5.6,6.0,128007
1648425600,0.8,0.9,128007
1680652800,6.8,7.4,128007
1671926400,,16.9,128007
1686960000,10.3,11.0,128007
1689033600,2.1,2.3,128007
1695513600,1.1,1.1,128007
1646611200,3.6,4.0,128007
1669507200,0.7,0.8,128007
1696291200,2.1,2.4,128007
1684886400,26.9,28.5,128007
1659139200,1.3,1.6,128007
1656201600,5.0,5.9,128007
1653523200,1.2,1.3,128007
1677196800,5.5,6.0,128007
1655510400,2.2,2.6,128007
1692057600,2.8,3.1,128007
1660521600,2.4,3.1,128007
1684108800,6.3,7.0,128007
1686182400,4.9,5.7,128007
1688342400,5.5,6.0,128007
1688601600,0.8,0.9,128007
1647475200,1.5,1.8,128007
1646092800,9.7,10.6,128007
1703462400,4.5,5.0,128007
1694908800,7.2,8.0,128007
1683936000,6.6,7.2,128007
1699228800,1.2,1.4,128007
1680998400,3.5,4.1,128007
1676419200,12.0,12.9,128007
1676678400,4.4,4.5,128007
1667001600,3.1,3.6,128007
1701129600,1.8,2.0,128007
1659398400,0.6,0.8,128007
1651363200,5.0,5.7,128007
1658620800,1.1,1.3,128007
1644710400,1.0,1.0,128007
1693008000,8.0,8.5,128007
1661990400,4.6,5.7,128007
1660003200,0.7,0.9,128007
1694822400,5.0,5.5,128007
1674691200,2.4,2.9,128007
1673568000,,1.1,128007
1655769600,5.3,6.1,128007
1672876800,,2.4,128007
1690416000,3.8,4.1,128007
1678406400,16.1,17.3,128007
1692748800,1.2,1.3,128007
1646870400,6.0,6.7,128007
1695427200,1.2,1.3,128007
1691452800,2.6,2.8,128007
1664668800,10.6,12.0,128007
1664064000,3.7,4.4,128007
1673049600,,1.7,128007
1647993600,0.2,0.3,128007
1669248000,7.1,7.8,128007
1670976000,3.3,3.6,128007
1656028800,0.8,0.9,128007
1672963200,,4.5,128007
1686009600,10.8,12.1,128007
1696464000,6.5,7.5,128007
1673654400,,5.1,128007
1690156800,2.4,2.7,128007
1652227200,4.4,5.0,128007
1703289600,4.2,4.8,128007
1668124800,1.5,1.7,128007
1667606400,2.9,3.2,128007
1644537600,6.1,6.7,128007
1644883200,3.6,4.1,128007
1701302400,2.5,2.8,128007
1696636800,2.2,2.6,128007
1652140800,2.2,2.6,128007
1681862400,1.4,1.6,128007
1660694400,1.7,2.1,128007
1677024000,10.3,11.1,128007
1679443200,1.7,1.9,128007
1664150400,4.2,4.9,128007
1693872000,3.8,4.1,128007
1694044800,1.5,1.6,128007
1689984000,1.7,1.8,128007
1680048000,4.2,4.8,128007
1647216000,1.0,1.1,128007
1646438400,4.4,5.2,128007
1667260800,12.0,13.4,128007
1660867200,2.4,3.0,128007
1651708800,4.6,5.3,128007
1702771200,7.5,8.3,128007
1702684800,3.3,3.7,128007
1672185600,,9.2,128007
1666656000,0.9,1.0,128007
1703116800,3.6,4.1,128007
1701475200,13.4,14.5,128007
1687737600,2.4,2.8,128007
1658448000,3.5,4.2,128007
1656979200,3.4,4.1,128007
1658188800,0.8,0.9,128007
1678924800,3.8,4.1,128007
1653264000,6.4,7.3,128007
1672444800,,10.9,128007
1651536000,5.4,6.0,128007
1670025600,4.2,4.7,128007
1683504000,8.5,9.5,128007
1645747200,4.8,4.8,128007
1657497600,1.0,1.2,128007
1697068800,2.6,3.0,128007
1698278400,3.1,3.6,128007
1699574400,2.3,2.6,128007
1698969600,6.5,7.4,128007
1652832000,2.8,3.2,128007
1649203200,15.9,17.2,128007
1667174400,8.9,10.1,128007
1694563200,5.8,6.2,128007
1700006400,8.8,9.8,128007
1669161600,5.3,6.0,128007
1645833600,5.9,6.2,128007
1678838400,24.1,25.2,128007
1697328000,0.6,0.7,128007
1697414400,0.6,0.7,128007
1682640000,3.5,4.1,128007
1662681600,9.2,11.1,128007
1653782400,2.3,2.7,128007
1676592000,0.5,0.5,128007
1654041600,0.5,0.6,128007
1677801600,3.6,3.9,128007
1681171200,2.9,3.3,128007
1649980800,1.8,2.1,128007
1682726400,1.7,1.9,128007
1685059200,17.8,19.0,128007
1700352000,17.2,18.7,128007
1654819200,2.7,3.2,128007
1650326400,4.2,4.9,128007
1663286400,1.6,2.0,128007
1645401600,7.0,7.9,128007
1652572800,1.6,1.8,128007
1648166400,1.5,1.7,128007
1660176000,3.1,3.9,128007
1661472000,5.2,6.1,128007
1699833600,7.9,8.5,128007
1649635200,1.7,2.0,128007
1703808000,3.3,3.7,128007
1680393600,11.9,13.2,128007
1703548800,0.7,0.8,128007
1679961600,6.7,7.5,128007
1653091200,7.3,8.3,128007
1681603200,4.6,5.0,128007
1702339200,2.3,2.6,128007
1686700800,8.5,9.2,128007
1658275200,2.3,2.8,128007
1663113600,6.8,8.0,128007
1694131200,1.6,1.7,128007
1673740800,,1.3,128007
1701734400,3.6,4.1,128007
1698192000,1.7,1.9,128007
1666396800,0.6,0.7,128007
1691020800,3.5,3.8,128007
1698796800,3.3,3.8,128007
1672704000,,4.9,128007
1689379200,5.5,5.8,128007
1700697600,17.4,18.8,128007
1653436800,1.3,1.5,128007
1651881600,9.4,10.4,128007
1671408000,1.2,1.3,128007
1669766400,8.0,8.5,128007
1699920000,7.4,8.2,128007
1663372800,3.1,3.9,128007
1685664000,10.8,12.1,128007
1690070400,1.3,1.4,128007
1670544000,5.7,6.4,128007
1673136000,,3.4,128007
1698451200,0.7,0.9,128007
1679184000,1.3,1.4,128007
1659744000,1.3,1.7,128007
1687305600,5.5,6.0,128007
1686355200,2.5,2.9,128007
1686528000,1.8,2.0,128007
1677456000,9.6,10.3,128007
1650672000,1.3,1.5,128007
1665792000,4.6,5.5,128007
1666569600,0.5,0.6,128007
1681344000,3.2,3.7,128007
1660780800,1.2,1.4,128007
1659312000,0.3,0.4,128007
1667952000,2.8,3.2,128007
1674777600,9.7,10.0,128007
1652054400,4.7,5.4,128007
1675555200,4.0,4.5,128007
1647302400,1.2,1.4,128007
1671148800,2.8,3.0,128007
1685836800,3.3,3.8,128007
1679529600,4.1,4.6,128007
1670371200,3.7,4.1,128007
1691971200,3.4,3.7,128007
1679097600,0.9,1.0,128007
1651190400,1.0,1.1,128007
1659916800,0.9,1.0,128007
1674432000,,3.5,128007
1670630400,3.0,3.4,128007
1644796800,2.7,3.0,128007
1692662400,1.1,1.2,128007
1663632000,1.5,1.8,128007
1656720000,3.2,4.0,128007
1681430400,1.4,1.6,128007
1664755200,8.6,9.9,128007
1687392000,3.2,3.6,128007
1674000000,,6.7,128007
1697932800,2.1,2.5,128007
1648944000,5.3,6.1,128007
1703203200,3.5,4.0,128007
1700092800,6.1,6.7,128007
1690675200,2.6,2.9,128007
1686441600,1.8,2.0,128007
1675987200,8.9,9.7,128007
1680825600,1.0,1.1,128007
1665014400,10.9,12.5,128007
1662595200,5.0,5.9,128007
1667692800,4.6,5.1,128007
1670198400,7.5,8.2,128007
1680220800,6.9,7.5,128007
1645228800,3.8,4.2,128007
1660435200,0.6,0.8,128007
1688688000,2.4,2.6,128007
1695772800,7.1,7.7,128007
1672099200,,7.2,128007
1658361600,3.1,3.8,128007
1686096000,10.4,11.8,128007
1659052800,0.5,0.7,128007
1678233600,14.6,15.8,128007
1676332800,3.2,3.5,128007
1679616000,6.2,6.8,128007
1647820800,2.3,2.5,128007
1651968000,15.4,16.7,128007
1696032000,2.1,2.3,128007
1692921600,5.3,5.8,128007
1696204800,6.3,7.0,128007
1681257600,3.0,3.4,128007
1682553600,4.6,5.3,128007
1669680000,9.2,9.9,128007
1667347200,11.3,12.6,128007
1651017600,1.0,1.2,128007
1664841600,3.6,4.3,128007
1652659200,3.4,4.0,128007
1683244800,12.2,13.3,128007
1654473600,1.3,1.6,128007
1651795200,3.8,4.4,128007
1646006400,5.1,5.5,128007
1653868800,1.6,1.9,128007
1650758400,2.1,2.4,128007
1695340800,0.7,0.8,128007
1664496000,2.0,2.4,128007
1663804800,11.9,13.9,128007
1649462400,1.2,1.4,128007
1686873600,7.8,8.6,128007
1660348800,1.8,2.2,128007
1646265600,10.3,11.8,128007
1701043200,1.2,1.4,128007
1663027200,8.0,9.4,128007
1700265600,10.6,11.6,128007
1672358400,,3.9,128007
1689206400,1.8,1.9,128007
1693526400,13.8,14.7,128007
1673481600,,1.7,128007
1652486400,1.4,1.6,128007
1683417600,10.3,11.3,128007
1654300800,5.5,6.4,128007
1696982400,3.7,4.2,128007
1691798400,2.7,2.9,128007
1697500800,3.1,3.6,128007
1662940800,10.9,12.6,128007
1647648000,0.6,0.7,128007
1689897600,2.2,2.5,128007
1656460800,8.2,9.7,128007
1688169600,2.2,2.5,128007
1695168000,4.4,4.9,128007
1691107200,1.1,1.2,128007
1695600000,3.4,3.9,128007
1694649600,7.3,7.8,128007
1674259200,,2.1,128007
1654214400,2.1,2.4,128007
1657584000,4.7,5.4,128007
1688515200,2.1,2.3,128007
1685491200,6.5,7.2,128007
1693180800,8.0,8.4,128007
1700956800,7.1,7.7,128007
1671753600,1.2,1.0,128007
1683676800,1.2,1.5,128007
1698883200,3.6,4.0,128007
1663891200,14.9,16.9,128007
1654905600,1.7,2.0,128007
1670716800,1.6,1.8,128007
1663545600,1.1,1.4,128007
1670889600,4.5,5.0,128007
1660262400,3.4,4.2,128007
1703894400,5.5,6.1,128007
1695859200,8.1,8.8,128007
1702166400,0.4,0.5,128007
1697241600,0.9,1.0,128007
1694304000,7.0,7.7,128007
1661299200,1.2,1.5,128007
1694390400,6.8,7.5,128007
1649808000,7.0,7.9,128007
1702857600,10.2,11.3,128007
1649376000,1.6,1.8,128007
1675641600,1.0,1.1,128007
1671580800,7.9,8.5,128007
1687996800,1.9,2.1,128007
1658793600,0.7,0.8,128007
1668384000,3.8,4.2,128007
1671667200,17.2,17.7,128007
1657324800,0.7,0.9,128007
1693785600,5.1,5.5,128007
1679875200,16.5,17.8,128007
1692403200,0.9,1.0,128007
1696723200,1.3,1.5,128007
1693699200,4.6,4.9,128007
1703635200,2.9,3.2,128007
1678665600,3.5,3.8,128007
1658966400,1.1,1.3,128007
1656633600,1.2,1.5,128007
1696809600,2.0,2.2,128007
1662768000,8.7,10.3,128007
1652400000,1.8,2.1,128007
1655424000,4.0,4.4,128007
1644624000,9.3,10.4,128007
1661817600,1.2,1.5,128007
1698364800,1.3,1.5,128007
1657238400,1.0,1.3,128007
1699488000,1.1,1.3,128007
1646179200,19.0,20.6,128007
1693267200,8.2,8.7,128007
1681776000,1.5,1.7,128007
1673308800,,10.6,128007
1685577600,7.3,8.0,128007
1668988800,3.5,3.9,128007
1690848000,2.4,2.6,128007
1668297600,1.4,1.5,128007
1674345600,,5.9,128007
1702598400,9.5,10.6,128007
1699142400,3.7,4.3,128007
1683331200,11.4,12.4,128007
1686614400,2.4,2.8,128007
1655164800,4.1,4.5,128007
1675036800,8.1,8.3,128007
1669593600,6.3,6.9,128007
1703030400,1.2,1.3,128007
1655683200,4.0,4.5,128007
1672531200,,18.5,128007
1648339200,0.9,1.1,128007
1666828800,4.0,4.8,128007
1682121600,1.6,1.9,128007
1675814400,2.9,3.3,128007
1657843200,0.4,0.5,128007
1696896000,1.8,2.2,128007
1679788800,11.0,11.8,128007
1648252800,2.8,3.3,128007
1693612800,10.2,11.0,128007
1653004800,9.4,10.5,128007
1702512000,4.0,4.6,128007
1702944000,2.5,2.8,128007
1645660800,10.6,10.6,128007
1665878400,2.8,3.4,128007
1652918400,2.8,3.3,128007
1649116800,12.0,13.2,128007
1657411200,0.7,0.8,128007
1646956800,10.9,12.2,128007
1663718400,4.9,5.8,128007
1654560000,1.6,1.9,128007
1664582400,5.0,5.8,128007
1680566400,9.3,10.3,128007
1659484800,1.2,1.4,128007
1685145600,21.2,22.4,128007
1672012800,,11.2,128007
1687824000,1.5,1.6,128007
1673913600,,17.2,128007
1692576000,2.7,3.0,128007
1682035200,1.4,1.6,128007
1697155200,1.8,2.0,128007
1654646400,4.2,4.8,128007
1663977600,12.5,13.9,128007
1677283200,6.2,6.8,128007
